笔记链接,标题,视频内容,笔记类型,笔记口吻,笔记赛道,图片地址,视频地址,作者
http://xhslink.com/m/2K3aiqZqYdp,拆除真没那么贵❗️别再找装修公司了‼️,,干货,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101536/ff46c165ae31c0da3945fb3819d66e4e/1040g00831849vm3hk41049u4drcr9e7he7q7uso!nd_dft_wlteh_jpg_3,,特靠谱工长联盟-唐哥
http://xhslink.com/m/1vBhHyJwot8,是的，我们在北京做了一家小而美的装修平台,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101537/99f497f23a58e0e4d5c89658ed5d9ef4/1040g2sg3120rkdn6ja7g401fidfustef3rneqgg!nd_dft_wlteh_jpg_3,,全民装修686装修设计-天成
http://xhslink.com/m/AiL7jA0Iejt,北京厨卫翻新改造仅需1.3W，7天完工不搬家,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101538/dec60d34d78980e5cca4c4aaaa5f3c96/1040g00831em4ev8i5i6g49kp61pe0u8eruqobd8!nd_dft_wlteh_jpg_3,,北京优选焕新装修设计
http://xhslink.com/m/9CLCwBcsjOG,坐标上海📍少量接单只做口碑的装修公司,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101542/03e981386c9ceb57c705813ae38a5bdd/1040g2sg31er5a6f166d05p1uh5jaad2m5lgcmvo!nd_dft_wlteh_jpg_3,,吉美装饰集团
http://xhslink.com/m/1cNxkWjsQCS,上海75平半包硬装5.5w，费用分享,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101542/ed0df0ee64f9b9109dc926588c0fde14/1040g00831itcu88cgo0g425k7mlojrpu91tqf8o!nd_dft_wlteh_jpg_3,,西米麻麻
http://xhslink.com/m/93PPVKU6duy,上海打工牛马3个月的全屋定制探店笔记,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101543/84cd9830018cf1c98de94f9e0a6b199e/1040g00831inu3u17gm005ppcb71ndnop13414a0!nd_dft_wlteh_jpg_3,,林晚安
http://xhslink.com/m/1cYBSl7rW71,上海装修🏠全屋整装尊嘟不贵‼️,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101543/861abbdf77871d597a28ce871f1f6bd0/spectrum/1040g0k031dnc1c3n12005pdpquqjkeflvlkn038!nd_dft_wlteh_jpg_3,,沪尚茗居整体家装
http://xhslink.com/m/3ldWLvsDJ1s,坐标上海📍一位宝藏设计师的自我介绍✨,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101546/2579a51f45b5c13b3b158d8c0fce10ce/1040g00831jlne4eq34305pa33inhgp9u819p6bo!nd_dft_wlteh_jpg_3,,上海设计师-黄诗珮
http://xhslink.com/m/9xaegG2KqAI,我要曝光这位专做老房重装的上海女设计师❗️,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101547/52fbe7a9a3cdd57503d32aab63022d32/1040g00831jlne4eq342g5pa33inhgp9u37i4at0!nd_dft_wlteh_jpg_3,,上海设计师-黄诗珮
http://xhslink.com/m/5hApGAocuYe,上海装修 | 旧房改造靠谱的装修公司,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101547/7cedb846d31f12c4fc58a8b7d3704b27/1040g00831jm176t0j4705orq22g7qp0pb9cami0!nd_dft_wlteh_jpg_3,,十星装修
http://xhslink.com/m/5SK3vp8oN7,🔨上海【半包装修】快过来！太卷啦,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101548/2c9461b5780f5b52db4ed71242757e2b/spectrum/1040g34o31i15brji6m0g5nkb8av098ol3gn87i8!nd_dft_wlteh_jpg_3,,JIUSHI久室装饰设计
http://xhslink.com/m/2m1lSKmKIxx,上海55㎡老房翻新，3.8万搞定，附清单！,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101555/1b3bea00dc1d0e50c246e9226552069a/notes_pre_post/1040g3k031jblao4fig005oh9k6341v7t41fvo2g!nd_dft_wlteh_jpg_3,,上海金令装修队
http://xhslink.com/m/6b9Ve34D2E3,上海老房翻新逆袭！神仙团队藏不住了📝,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101556/db4ce91084bf7e2522367750385d0967/notes_pre_post/1040g3k031ha0etnc3i705n1updk1h26nfqc45p8!nd_dft_wlteh_jpg_3,,言昱设计事务所·私宅定制
https://www.xiaohongshu.com/discovery/item/669d0b200000000025014059?source=webshare&xhsshare=pc_web&xsec_token=ABg35Ei37o7m8yVSs-7mnsRq9aQm8Os3CnPLZUEMids_M=&xsec_source=pc_share,吐槽在深圳找装修公司的各种心塞经历💔,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101610/b8035b5ee6177f1d39efac62a0be1041/1040g008315h1r8781e6g5pklvo8iu27lr6qj30g!nd_dft_wlteh_jpg_3,,魔仙堡momo
http://xhslink.com/m/BoAPWvFZd8,家具避坑指南 | 老实人选沙发VS内行人选沙,,干货,商家口吻,软装,http://sns-webpic-qc.xhscdn.com/202507101707/72ee66a74124316a3343f724c717e102/1040g2sg3184n7p7lgsd05o1gn78g96pu5dg4k40!nd_dft_wlteh_jpg_3,,可爱的家具妞
http://xhslink.com/m/3K1BqZ5k02F,武汉｜强推这家专注老房改造装修公司,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102302/afdd69f185d8023265a3e4e0942ed9d9/notes_pre_post/1040g3k831hkcpqn1k2a05n7m4f39c2dc9j4ki98!nd_dft_wlteh_jpg_3,,S.尚邦全案设计
http://xhslink.com/m/5lc6CUHaYrJ,成都旧房翻新|3.9w搞定70平二手房改造,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102302/f9d85fe3eb2c2529a726dace1a509ec7/1040g00831aac4tne6u4g4a6bie462chbea96o08!nd_dft_wlteh_jpg_3,,成都秋悦旧房改造
http://xhslink.com/m/7yFCpmqa0WI,在深圳只做旧房翻新，没有套路省钱又安心,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102302/449c2726117117a5c87f7cf4bd5578e6/notes_pre_post/1040g3k831h7r3cc5jokg5nakm39ljr105rbdh7o!nd_dft_wlteh_jpg_3,,深圳旧房焕新工作室
http://xhslink.com/m/1qpIBvJGQRz,7月有档期👌从业十年免费出全屋装修报价,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102303/2f089709d09dac32c3b5b5eec1f132ce/spectrum/1040g0k031ij9cpjv7o005p85q9hln2u4qh024vg!nd_dft_wlteh_jpg_3,,整装设计师 | 王老师
http://xhslink.com/m/2MKzKcrlbn9,一开始巨丑😭……,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102303/c7c76b8511b1c4fe1749ba539a8f0e06/1040g2sg31ccm7267gk7g5n2u91h7dbvm4e92dog!nd_dft_wlteh_jpg_3,,吃橘子🍊不剥皮
http://xhslink.com/m/AGDuBq4OdBc,7月决定要去考研，这些大忌就千万不要碰！,,干货,素人口吻,考研,http://sns-webpic-qc.xhscdn.com/202507102303/df4d38dc312059cca9d0b9b8c5ff2fb3/notes_pre_post/1040g3k031jd2fi29j46g5pr3jef56d6akl831co!nd_dft_wlteh_jpg_3,,山山而川
http://xhslink.com/m/70VTSkV0TTK,旧房翻新省钱秘籍💡低成本高质量改造旧房,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102303/ee277724bd504eeb1e7455dc90549c72/1040g00831872n43dju6g49u4drcr9e7hhshvhoo!nd_dft_wlteh_jpg_3,,特靠谱工长联盟-唐哥
http://xhslink.com/m/82Q52J21yvY,有人要考研规划吗？,,推荐/营销,商家口吻,考研,http://sns-webpic-qc.xhscdn.com/202507102303/9a5ada3d3b49ceb6c172afc615036e87/notes_pre_post/1040g3k031hpf2pmjjq6g5pmo6h7ne8d2915apu8!nd_dft_wlteh_jpg_3,,咕噜学姐考研魔法屋
http://xhslink.com/m/9Cavh2SEbf3,家人们谁懂啊！被女朋友的考研规划惊艳到,,干货,素人口吻,考研,http://sns-webpic-qc.xhscdn.com/202507102303/03047ff35b17ba854185ea0099112068/1040g00831et00tuk606g5pto211j9et2hn190po!nd_dft_wlteh_jpg_3,,疯狂学日语版
http://xhslink.com/m/7jZCCDk6PvH,考研建议（穷人版）,,干货,素人口吻,考研,http://sns-webpic-qc.xhscdn.com/202507102303/080ce516db1ec815ddc4e9456bd4dde6/1040g2sg3199tq6s2l8205po50387cf37ct2oal8!nd_dft_wlteh_jpg_3,,苏大考研学长
http://xhslink.com/m/3R47kdSMNr6,张雪峰：考不上研，都有一个通病！,,干货,素人口吻,考研,http://sns-webpic-qc.xhscdn.com/202507102303/fd15dab17b01cfc60429afedf3509901/notes_pre_post/1040g3k831iffv9250cc05pff17vh9nvfrcov6j8!nd_dft_wlteh_jpg_3,,小羊肖恩🐏
http://xhslink.com/m/836ixiuKvZv,成都成都，装修自荐我爸爸,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507102303/5b3e825f72e7503722e5457356db578b/notes_pre_post/1040g3k831j7oad8h34005plg8h37c423tuv06h0!nd_dft_wlteh_jpg_3,,爱吃折耳根
http://xhslink.com/m/16Q9XLqJsRr,杭州俩月跑了12家装修公司，谈谈我的感受,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507161034/16505ccfedb2f4f7e5b6d03c9d9e4215/1040g2sg31jodi65piueg5q2reiimr6evuh143uo!nd_dft_wlteh_jpg_3,,荷气生财
